song_id,song_name,artist,genre,p_emotion,energy_level,tempo_category,language,s_emotion_1,s_emotion_2,s_emotion_3,is_explicit,spotify_uri
56,Desi Dan Bilzerian,King,hip-hop,confidence,medium,low,hindi,betrayal,win,determination,non_explicit,spotify:track:0wAXFT9FskLIaN1pLkmTYE
57,Focus Sedated,Seedhe Maut,hip-hop,determination,medium,high,hindi,stress,introspection,,explicit,spotify:track:5hbqgk9oAsXeKLbr2TgHqD
58,Taakat,Seedhe Maut,hip-hop,confidence,high,high,hindi,determination,win,,explicit,spotify:track:3RGalL1QdsfG6b8mzATGKx
59,Off beat,Seedhe Maut,hip-hop,self_respect,high,high,hindi,motivation,melancholy,,explicit,spotify:track:0MPEaL5c0QJCU8ZlWkKTVD
60,Khoon,Seedhe Maut,hip-hop,flex,high,medium,hindi,confidence,win,self_respect,explicit,spotify:track:4EPeNXrBhpUPQ6gtSCQV4R
61,Kavi,Seedhe Maut,hip-hop,introspection,low,low,hindi,melancholy,exhaustion,stress,explicit,spotify:track:79lXSE5uWPbjbh0kfT7crT
62,Geheraiyaan,Seedhe Maut,hip-hop,rebellion,high,high,hindi,rage,introspection,,explicit,spotify:track:6d3pzFOju1ygO9ujaDfSjQ
63,W,Seedhe Maut,hip-hop,win,low,medium,hindi,flex,determination,,explicit,spotify:track:2RIV46DUi8x7L7QWdChyJF
64,Hoshiyaar,Seedhe Maut,hip-hop,introspection,medium,medium,hindi,calm,healing,,explicit,spotify:track:6381OUarlB97MAzGoClLz4
65,Tour Shit!,Seedhe Maut,hip-hop,win,medium,high,hindi,rebellion,confidence_boost,,explicit,spotify:track:27HaPCMAOKEdshaYi6oXNG
66,Zindagi,Jtrix,hip-hop,motivation,medium,medium,hindi,win,manifesting,determination,non_explicit,spotify:track:2o4XToUJ5MLvsHvtRDfKdH
67,Bure din,Seedhe Maut,hip-hop,determination,medium,high,hindi,confidence,motivation,stress,explicit,spotify:track:7MIXOmJ6YaFEOIceEMs28B
68,Teen dost,Seedhe Maut,hip-hop,win,medium,medium,hindi,determination,motivation,,explicit,spotify:track:1ACxqnfkbGRWYQ9x27djQt
69,Kodak,King,hip-hop,win,high,medium,hindi,flex,confidence,,explicit,spotify:track:3e1g159cSgose2jHQj9uzd
70,Kohra,Seedhe Maut,hip-hop,failure,low,low,hindi,exhaustion,stress,hope,explicit,spotify:track:7bEbUKwiPmb9NHHgXH3lHg
71,Dhoop Chhaon,Ikka,hip-hop,determination,medium,medium,hindi,manifesting,confidence_boost,,non_explicit,spotify:track:5ij1xtpRZQrHwMj6tRzdU3
72,Soyi nahi,Seedhe Maut,hip-hop,exhaustion,medium,low,hindi,heartbreak,melancholy,,non_explicit,spotify:track:6YzndExCu2dcyr61GopdlK
73,Maina,Seedhe Maut,hip-hop,exhaustion,medium,medium,hindi,stress,calm,sadness,explicit,spotify:track:0XDvqP1blEgA3PIjmIAS5p
74,Doori,Rishi Rich,hip-hop,rebellion,medium,high,hindi,hope,sadness,,non_explicit,spotify:track:4u7rd3IoqnI7myYiui23ik
75,Manzilo pe,Ansh4sure,hip-hop,determination,medium,medium,hindi,failure,exhaustion,introspection,non_explicit,spotify:track:3bubRCSg3qs48RaRZZMdwT
76,Some of us,Kr$na,hip-hop,introspection,low,medium,hindi,loneliness,sadness,failure,explicit,spotify:track:1uNzciidFGneEn97YDowTq
77,Kaha tak,Kr$na,hip-hop,determination,medium,medium,hindi,motivation,manifesting,,explicit,spotify:track:1EvFCT12WiFT649pC9wsPV
78,Chalo chalein,Ritviz,hip-hop,happiness,medium,medium,hindi,celebration,healing,,non_explicit,spotify:track:3uB2mkp8ovjiuJA734dbGe
79,SRK,Seedhe Maut,hip-hop,determination,medium,high,hindi,win,rebellion,motivation,explicit,spotify:track:7wwbAQWdSkmqMyjvIAT5jO
80,Dikkat,Seedhe Maut,hip-hop,healing,medium,medium,hindi,exhaustion,calm,,explicit,spotify:track:0CR40DgJsAKNdEjIyctuU5
81,Pain,Seedhe Maut,hip-hop,determination,low,medium,hindi,rebellion,win,healing,explicit,spotify:track:3eKnoN2kVlLDe1E2mV4DFk
82,I don’t miss that life,Seedhe Maut,hip-hop,win,low,low,hindi,determination,calm,introspection,explicit,spotify:track:6tBiXnvflFCcEQAbQAdKkf
83,Choti soch,Seedhe Maut,hip-hop,determination,low,low,hindi,exhaustion,calm,flex,explicit,spotify:track:6H24Gv7KS7s8Kae3dihkyl
84,Zimmedaar,Paradox,hip-hop,determination,medium,low,hindi,exhaustion,heartbreak,healing,non_explicit,spotify:track:2OuL43cBc4phuvcU4vZcXP
85,Stay away,Kr$na,hip-hop,determination,medium,medium,hindi,rebellion,betrayal,win,explicit,spotify:track:7vZW14C8eHFf9KTWpuNjpU
86,Mileya ni,Paradox,hip-hop,exhaustion,medium,medium,hindi,introspection,betrayal,self_respect,non_explicit,spotify:track:0hFNvRXbtpruDJnZkb8yDA
87,Tofa,Seedhe Maut,hip-hop,happiness,low,medium,hindi,healing,calm,manifesting,non_explicit,spotify:track:1f3QUHdqo2BqbNapIoYepx
88,Nawazuddin,Seedhe Maut,hip-hop,win,medium,medium,hindi,flex,rage,confidence,explicit,spotify:track:2T5fqWd6Lisq3NWfy5thLh
89,Pankh,Seedhe Maut,hip-hop,win,low,low,hindi,exhaustion,failure,stress,non_explicit,spotify:track:77lw7sbt3aPGNvnb01WAEN
90,Gandi Aulaad,Seedhe Maut,hip-hop,exhaustion,medium,high,hindi,introspection,failure,determination,explicit,spotify:track:4mlvxi5y9ECUce1E6jis8E
91,Saans le,Seedhe Maut,hip-hop,motivation,medium,medium,hindi,healing,calm,,non_explicit,spotify:track:2iXBC05HTwhdQzUR8RQthj
92,Crossroads,Hi-Rez,hip-hop,determination,medium,medium,english,motivation,calm,confidence,explicit,spotify:track:42SFMVlOCWujDaPJPmlIW0
93,Me and my broskie,Raftaar,hip-hop,nostalgia,medium,medium,hindi,remembering,win,determination,explicit,spotify:track:73c2jXpV3SbJCwn2MUxkFf
94,Magan,Rawal,hip-hop,calm,low,low,hindi,healing,introspection,,non_explicit,spotify:track:1K7We4YedyAO24rTddA1B4
95,Mohabbat,Kaam bhari,hip-hop,love,medium,high,hindi,heartbreak,exhaustion,manifesting,non_explicit,spotify:track:2cbTH0FqDD2wv9KBXuWjme
96,Hasti rehe tu,Paradox,hip-hop,love,high,medium,hindi,heartbreak,remembering,melancholy,non_explicit,spotify:track:59vrEi8OjacDlghdKmfbFk
97,Aaina,AFKAP,hip-hop,introspection,medium,medium,hindi,exhaustion,failure,healing,non_explicit,spotify:track:5SAgi6ZXqpCWQADP8XyRDY
98,Tu deewani,Dhruv Sthetic,hip-hop,love,low,low,hindi,remembering,calm,,non_explicit,spotify:track:2R5Laqs6Otr72Q4YJjrFWw
99,ICE,Seedhe Maut,hip-hop,win,medium,high,hindi,determination,flex,,explicit,spotify:track:3iNGpMjhIcTqrAliwmSaaH
100,Gourmet Shit!,Seedhe Maut,hip-hop,determination,high,high,hindi,rebellion,flex,motivation,explicit,spotify:track:5J9a8TXC2zF4KuUdm7CgT6
101,Bad decisions,SarpDansh,hip-hop,love,medium,high,hindi,heartbreak,sadness,exhaustion,non_explicit,spotify:track:3JxS87lpZBRzV1lZ4UosAd
102,Moon Comes up,Seedhe Maut,hip-hop,calm,medium,high,hindi,rebellion,exhaustion,melancholy,explicit,spotify:track:66GDabumuepCIWCl1xAWKL
103,Shakti aur kshama,Seedhe Maut,hip-hop,determination,high,medium,hindi,win,nostalgia,introspection,explicit,spotify:track:67CZPR2aGFSTKL1r1zlzN8
104,Waqt,Jtrix,hip-hop,introspection,low,medium,hindi,determination,motivation,,non_explicit,spotify:track:6Bfe2vAk1EZFyJ6AAxamkW
105,Tu hi tu,Aniket Raturi,hip-hop,love,medium,medium,hindi,remembering,stress,,non_explicit,spotify:track:6lEB3nLySiwTHqU5kmqXr5
106,Naraaz,Seedhe Maut,hip-hop,determination,medium,medium,hindi,win,rage,rebellion,explicit,spotify:track:60ZWcxBcx4WZpeXzyOOGkX
107,Wapas,Farhan Khan,hip-hop,love,medium,low,hindi,heartbreak,remembering,,non_explicit,spotify:track:3eVCtFKe2TDqOY72kP6WG7
108,GodChild,Azooz,hip-hop,exhaustion,medium,high,hindi,determination,failure,calm,explicit,spotify:track:6kKD7Nkb2wfaEtM5AA4UHK
109,Awaara,Badshah,hip-hop,happiness,low,low,hindi,flex,win,calm,non_explicit,spotify:track:6LPNzApcGUjRdvMR6oE6ei
110,Jaadugar,Paradox,hip-hop,love,high,medium,hindi,healing,manifesting,remembering,non_explicit,spotify:track:4ujToRFWb3C8tdPkmVPwu2
111,Blanko,King,hip-hop,love,medium,low,hindi,heartbreak,manifesting,remembering,non_explicit,spotify:track:15L09dirbXaky02lL5gW6R
112,Tu hai kaun,G16,hip-hop,introspection,medium,medium,hindi,love,manifesting,,explicit,spotify:track:5yY0nsRyYnCvSoglJzarFr
113,Baat bangayi,Rawal,hip-hop,love,low,low,hindi,healing,calm,,non_explicit,spotify:track:7ffxKfXyexVKGvdyaKIyb2
114,Vartamaan,Uniyal,hip-hop,introspection,medium,medium,hindi,determination,rebellion,,non_explicit,spotify:track:20slSXvCF6j6Zp3WMqmyfQ
115,Khoj,Seedhe Maut,hip-hop,exhaustion,high,high,hindi,determination,motivation,rage,explicit,spotify:track:4EwcdAAjAQT2ZjDcH9PPoB
116,Khayaal,Jtrix,hip-hop,introspection,low,medium,hindi,determination,motivation,exhaustion,non_explicit,spotify:track:70Dr69JNzUcWV17WC21hJY
117,Cigarette,Farhan Khan,hip-hop,heartbreak,high,medium,hindi,love,remembering,sadness,non_explicit,spotify:track:6UsWMfasysjKyYk26oJrFs
118,Sherdil,Rawal,hip-hop,win,medium,medium,hindi,determination,motivation,,explicit,spotify:track:2QQHl40aekAHWUwQNQCueO
119,Meri zindagi,Rawal,hip-hop,exhaustion,low,low,hindi,stress,melancholy,,explicit,spotify:track:12Bywn3BazG19v53PN2nlW
120,Mere saare nakli dost,Rawal,hip-hop,betrayal,low,medium,hindi,exhaustion,motivation,,explicit,spotify:track:7nZX0UZhbOTCN8HxsLTaUE
121,Tu,Rawal,hip-hop,calm,medium,medium,hindi,love,manifesting,,non_explicit,spotify:track:3i1WYPSfUXQZGAa2gNtaxi
122,Pancake,Seedhe Maut,hip-hop,win,medium,medium,hindi,determination,calm,,explicit,spotify:track:2r9O7yHHhqC18UTu6dYjr1
123,Capital Rap,Seedhe Maut,hip-hop,win,medium,low,hindi,determination,manifesting,,explicit,spotify:track:3HlnDsfP4g2pRpzZrueI4F
124,Akela,Seedhe Maut,hip-hop,confidence,low,medium,hindi,loneliness,calm,exhaustion,explicit,spotify:track:7s5TJoslw84yubC1uHIydM
125,Barsaat,Seedhe Maut,hip-hop,love,medium,medium,hindi,loneliness,calm,exhaustion,explicit,spotify:track:7w1Tak30oolPZ8nMonpwUw
126,Guldasta,Seedhe Maut,hip-hop,love,medium,medium,hindi,manifesting,healing,nostalgia,explicit,spotify:track:2lnBEAaX9tzOGsSPRTCKCe
127,Video Games,Seedhe Maut,hip-hop,calm,low,medium,hindi,healing,introspection,,explicit,spotify:track:3iiQDjlBJdCv7O6jRLmiWq
128,Dil se,Seedhe Maut,hip-hop,calm,low,low,hindi,healing,introspection,,explicit,spotify:track:6xVBqYc1TummN6Kl6Lraa4
129,Nadaan,Seedhe Maut,hip-hop,introspection,medium,high,hindi,exhaustion,failure,sadness,non_explicit,spotify:track:0UWg3p2GvM0ObdJg2kLKeF
130,Nadaani,Yashraj,hip-hop,determination,medium,medium,hindi,stress,confidence_boost,rage,non_explicit,spotify:track:0a6YWmbQisAASpV4dEHslo
131,Sundowner,Jtrix,hip-hop,determination,low,medium,hindi,exhaustion,failure,confidence,explicit,spotify:track:611W1h3FlwFNGCVO2Gvtme
132,Terey Papa,OG Lucifer,hip-hop,flex,high,high,hindi,win,confidence,,explicit,spotify:track:7vIXP7osY1jcyIpX9hCeLt
133,Thehra,Chaar Diwaari,RnB,love,high,medium,hindi,healing,calm,,non_explicit,spotify:track:5OwAx0hZV7rNGYRR7ILQvh
134,Nayaab,Seedhe Maut,hip-hop,win,medium,medium,hindi,determination,confidence,motivation,explicit,spotify:track:4bxveGDtW7C1bCsd2ynggG
135,Bombay Sapphire,Rawal,hip-hop,win,low,medium,hindi,determination,manifesting,introspection,explicit,spotify:track:7dCZdseFyuVw4TPUS9JlyB
136,Kaala teeka,Dizlaw,hip-hop,healing,medium,medium,hindi,melancholy,failure,exhaustion,explicit,spotify:track:6GDEzYzHX4DcmQdR2njtC5
137,Kaise,Frappe Ash,hip-hop,introspection,medium,high,hindi,healing,calm,motivation,non_explicit,spotify:track:7lE4hlwqJZE7Q19OGqKyXV
138,High ho gaya hu mein,D Smoke,hip-hop,happiness,medium,medium,hindi,introspection,healing,calm,non_explicit,spotify:track:3xgKJB0aGag8GF6kCszaLc
139,Baat aise ghar jaisi,Seedhe Maut,hip-hop,healing,low,medium,hindi,exhaustion,calm,flex,explicit,spotify:track:3uAAv2jwRxDUopWv16XDBb
140,Maar dengey,Khayek,hip-hop,determination,low,low,hindi,stress,motivation,betrayal,non_explicit,spotify:track:5dcMogC1VCsA0QVLHRXKtZ
141,Wish to die,Arya,hip-hop,determination,medium,low,hindi,stress,exhaustion,introspection,non_explicit,spotify:track:3nDSk0ENb2EFol0Jk4fEm4
142,Yahan pe,Khayek,hip-hop,betrayal,low,low,hindi,exhaustion,introspection,rebellion,non_explicit,spotify:track:7eiEe8Y8no9LIK0AKlu6Yy
143,Churau nazar,Dizlaw,hip-hop,introspection,medium,high,hindi,healing,determination,motivation,explicit,spotify:track:0LNIPyVBxP4aVnj545JMOE
144,Jaane de,Bhaktaaa,hip-hop,introspection,medium,medium,hindi,healing,sadness,melancholy,non_explicit,spotify:track:0O0HFUuBiSzdOSFIaiF3Bd
145,Na Jaaye,Seedhe Maut,hip-hop,introspection,low,medium,hindi,determination,exhaustion,rage,explicit,spotify:track:0iZijdPkd9sfSShyrDnGjD
146,Sheher se durr,Naam Sujal,hip-hop,determination,medium,medium,hindi,stress,failure,motivation,non_explicit,spotify:track:19lSZaWaGzw9AnMAS5Qu7j
147,YDWK,AFKAP,hip-hop,melancholy,medium,low,hindi,stress,loneliness,introspection,explicit,spotify:track:6UZl93PVAXH0cRGKGtLKt8
148,Kon hai tu,Frappe Ash,hip-hop,win,medium,medium,hindi,exhaustion,introspection,determination,non_explicit,spotify:track:0ko5n1BkAyWHDxXwvzrgWu
149,Been on,Frappe Ash,hip-hop,win,high,high,hindi,introspection,manifesting,confidence_boost,explicit,spotify:track:0JoI2TlWqQW2mu8mFX7p4c
150,Ashtray,MC Altaf,hip-hop,sadness,medium,medium,hindi,heartbreak,determination,,non_explicit,spotify:track:0NZVA4XGGoxvcDgfbzdAmS
151,Haasil,Farhan Khan,hip-hop,manifesting,medium,medium,hindi,introspection,determination,self_respect,non_explicit,spotify:track:2dyY8O9mpgR6wQXS5r1yvd
152,Sabar rakh,Saar Punch,hip-hop,manifesting,medium,medium,hindi,determination,exhaustion,win,non_explicit,spotify:track:6GxKxMtk8ZKHmCROV9ua7z
153,Swagat (Lo woh aagaya),Gunda,hip-hop,win,medium,high,hindi,love,melancholy,stress,non_explicit,spotify:track:644MHBJFIZ7Ep9wh1X5ERT
154,Riyaaz,Killswitch,hip-hop,love,medium,low,hindi,remembering,stress,nostalgia,non_explicit,spotify:track:3iilquHiTkKTdoF7uRW3oi
155,Sapna,Jtrix,hip-hop,motivation,medium,high,hindi,determination,healing,manifesting,explicit,spotify:track:7nji35NLUFBGgwwkwzgYyP
156,Chai ka pyala,Khayek,hip-hop,introspection,medium,medium,hindi,melancholy,rebellion,stress,non_explicit,spotify:track:05PqmvjmnMg2toLQytCk4o
157,Jua,Seedhe Maut,hip-hop,introspection,medium,high,hindi,stress,exhaustion,rebellion,explicit,spotify:track:0ggdk7xoWh1sqwPBqcAsBH
158,DAF,Yashraj,hip-hop,introspection,medium,medium,hindi,celebration,healing,confidence_boost,explicit,spotify:track:5EKEFHtqsOW0lTxqh8BhlI
159,KTMN,Seedhe Maut,hip-hop,exhaustion,medium,low,hindi,determination,manifesting,,explicit,spotify:track:6FF062JZ63dZnan3kYdfU0
160,Zinda ho tum?,Albela,hip-hop,introspection,low,low,hindi,manifesting,healing,,explicit,spotify:track:6PPTE5NvHv1o44aS5bLUDn
161,Been a while,Kr$na,hip-hop,determination,medium,medium,hindi,win,rebellion,rage,explicit,spotify:track:6FN68TXRiK095cQzv9tG5c
162,Yaha koi nahi,Punit Singh,indie,healing,low,medium,hindi,loneliness,melancholy,exhaustion,non_explicit,spotify:track:51uEHUBV7YCrdNZoWRVJPc
163,Tony Montana,Karma,hip-hop,rage,medium,medium,hindi,determination,rebellion,betrayal,explicit,spotify:track:35rt75xpICwBH2XfkssRDw
164,SHOR,Vichaar,hip-hop,healing,medium,medium,hindi,loneliness,exhaustion,stress,non_explicit,spotify:track:19zeSEyrjrqz7NH0YCWgJf
165,Saaf dil,OG Lucifer,hip-hop,love,high,high,hindi,manifesting,determination,,explicit,spotify:track:3wvoSWurF3nbaK0mFdd8xD
166,WDTBU,Karma,hip-hop,heartbreak,medium,low,hindi,remembering,hurt,self_respect,non_explicit,spotify:track:2S4bVUZo3sWhSiPDfhrcBF
167,Faayeda,Jtrix,hip-hop,introspection,medium,medium,hindi,motivation,determination,confidence,non_explicit,spotify:track:7rQKLYam9dtOG3xbPUD9jj
168,Haadse,Vichaar,hip-hop,rage,medium,medium,hindi,hurt,betrayal,introspection,non_explicit,spotify:track:0IQAhkjJoNidcqQyS6zZ2g
169,Kya tu theek hai?,Arpit bala,hip-hop,heartbreak,medium,low,hindi,failure,sadness,exhaustion,non_explicit,spotify:track:0UWUDQwFiGswVPewCq1AXS
170,Ek safar,Sono Lem,indie,healing,medium,medium,hindi,love,hope,exhaustion,non_explicit,spotify:track:3r7FOG7BBnyPiW2T2XqLKo
171,Jo ishq hua,King,indie,love,medium,medium,hindi,manifesting,healing,,non_explicit,spotify:track:7Ap5aHmy2K57COwJqHYYEb
172,Hatasha.,Hardbone boy,hip-hop,love,medium,high,hindi,heartbreak,determination,,explicit,spotify:track:4P0UXZ7qmssajAcoveiiEQ
173,Kho kho,Calm,hip-hop,love,medium,medium,hindi,manifesting,healing,,explicit,spotify:track:3pFvw3Ioyc0ko0F8o4uBbe
174,Bun muska,Calm,hip-hop,nostalgia,medium,low,hindi,melancholy,healing,win,explicit,spotify:track:0qWpdsk58rJtS7zPilpdpW
175,Ringtone,Calm,hip-hop,love,medium,low,hindi,remembering,manifesting,,explicit,spotify:track:37UWBWficRcrVzgzN9OpAo
176,Watchu know about me,Calm,hip-hop,introspection,medium,low,hindi,exhaustion,hope,,explicit,spotify:track:7yPoT2aRmV6p6BhCalPpCo
177,Relax,Calm,hip-hop,win,high,high,hindi,determination,motivation,confidence,explicit,spotify:track:09TsINODGu9z7uUGfxRcf7
